req2_content,req1_content,cos,pos_overlap_ratio,opposite_overlap_count,decision,jaccard,euclidean,levenshtein,jensen_shannon,ngram,bm25
"Designing for input device independence: User interfaces should be designed to
allow activation of controls by a variety of input devices. The ability to choose
between different input devices for activating controls such as links, fields and
buttons is important both for users who prefer a certain input mode, mobile users
and users with disabilities. In general, device independence can be achieved if the
functionality is operable via a keyboard.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.2,0.091,0,No,0.101,1.265,370,0.765,0.0,52.787
"Making user interfaces robust: User interfaces should be designed to be as robust
as possible in the face of changing technology. This encompasses being able to
present content containing newer technologies by older user agents as well as
designing content to be usable with future technologies.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.204,0.083,0,No,0.094,1.262,225,0.753,0.0,21.486
"Acceptable opening / download times: Application pages should be designed and
implemented so that there are acceptable opening times and download times for
the expected range of technical contexts of use (e.g. bandwidth between the
application and the user). This is particularly important for frequently accessed
pages or pages that are important for user navigation and exploration, such as the
home page.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.236,0.111,0,No,0.081,1.236,328,0.769,0.0,31.094
"Minimizing user errors: Potential user errors as well as the effort needed to
recover from errors should be minimized.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.171,0.2,0,No,0.118,1.287,103,0.75,0.0,9.299
"Providing clear error messages: The content of error messages shown on the pages
or special error pages should clearly state the reason why the error occurred and, if
possible, actions the user can take to resolve the error. Users expect error messages
to be in the same language as the user interface.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.309,0.143,0,No,0.111,1.175,228,0.728,0.0,29.573
"Using appropriate formats, units of measurement or currency: When designing
user interfaces for use by diverse groups, input and output of information
elements such as currency, units of measurement, temperatures, date and time,
phone numbers, address or postal codes should be designed so that they are
usable.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.085,0.2,0,No,0.067,1.353,239,0.852,0.0,17.585
"Making text resizable by the user: Text should be able to be resized by the user,
using functions provided by the user agent or other appropriate means i.e. see ISO
9241-171.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.186,0.125,0,No,0.067,1.276,130,0.814,0.0,9.161
"Text quality: The quality of textual content with respect to spelling and grammar
should be sufficient so as not to impede readability.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.186,0.25,0,No,0.132,1.276,105,0.764,0.0,12.435
"Writing style: The reading and understanding of the textual content on the screen
should be supported by suitable means, including the use of short sentences, the
division of the text into shorter chunks or the presentation of content items in the
form of bullet points.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.361,0.25,1,Yes,0.077,1.13,200,0.753,0.0,16.802
"Supporting text skimming: Fast skimming of text should be supported by the
provision of clear links, bulleted lists, highlighted keywords, logical headings, and
short phrases and sentences.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.104,0.2,1,No,0.07,1.339,142,0.852,0.0,8.361
"Readability of text: Text presented on the pages should be readable taking into
account the expected display characteristics and spatial arrangement. ISO 9241-303
shall be consulted for screen text legibility requirements.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.185,0.167,0,No,0.085,1.277,162,0.787,0.0,12.214
"Distinguishable within-page links: Within-page links should be clearly
distinguishable from other links that lead to a different page. EX. Within-page
links are shown with dashed rather than solid underlines","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.019,0.25,0,No,0.043,1.4,152,0.929,0.0,5.834
"Avoiding link overload: Text pages containing large proportions of links should
be formatted so that the presence of links does not impede the readability of the
text.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.232,0.167,0,No,0.073,1.239,124,0.792,0.0,8.361
"Using familiar terminology for navigation links: Navigation links — particularly
links representing the main navigation structure — should be labelled with terms
that are familiar to the user, based on his/her general knowledge, prior experience
in the application domain or experience of using other systems.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.189,0.125,0,No,0.091,1.274,238,0.793,0.0,21.002
"Using descriptive link labels: The target or purpose of a link should be directly
indicated by its label, avoiding generic labels such as “go” or “click here” except
where the purpose of the link is clear from its context on the page or the labels
have commonly understood semantics in the particular application domain. Using
appropriate terminology specific to the user’s tasks and information needs is
important for making the content easy to understand.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.334,0.083,0,Yes,0.097,1.154,373,0.738,0.0,58.334
"Marking links opening new windows: Links that open new browser windows or
pop-up windows should be clearly marked.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.014,0.25,0,No,0.027,1.404,105,0.955,0.0,2.274
"Distinguishing navigation links from controls: Navigation links should be clearly
distinguishable from controls activating some action. Typical action types in user
interfaces include manipulating application data, performing searches,
communication actions, such as opening a new e-mail window or starting a chat
function, and Hpresentation-related actions, such as sorting a list of search results.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.059,0.111,0,No,0.046,1.372,320,0.897,0.0,15.13
"Providing printable document versions: If a document is either too long, dispersed
over several pages or in a specific layout that is not suitable for online reading, a
printer-friendly version of the document should be provided that prints the
content in a form acceptable to the user (e.g. in the expected layout, paper format,
or orientation).","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.225,0.125,0,No,0.083,1.245,270,0.804,0.0,27.024
"Use of “white space”: “White space” on a page i.e. space filled only with the
background color should be used in such a way that it does not impair the visual
skimming of the page. While white space is an important means of visually
organizing the different content elements on a page, if the distance between the
blocks of information displayed becomes too large, rapid skimming of the page
can be impeded.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.271,0.091,0,No,0.055,1.207,327,0.793,0.0,31.698
"Selecting appropriate page lengths The length of a page should be selected so as to
support the primary purpose and use of the page. Short pages are generally more
appropriate for homepages, navigation pages, or overview pages that need to be
read quickly. Longer pages can be more appropriate when users want to read the
content without interruptions or when the page needs to match a paper
counterpart.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.275,0.077,0,No,0.111,1.204,321,0.722,0.0,50.264
"Using colour: Colour should be used with care, taking into account human
capabilities and restrictions in perceiving colour, and not as the only means of
conveying information. Color should never be the only means of coding. Some
users may have difficulties in perceiving certain colors or color combinations (color-blindness).","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.141,0.083,0,No,0.069,1.31,250,0.823,0.0,18.407
"Using frames with care: If frames are used, care should be taken to avoid possible
problems, for example, those involving the use of the back button, bookmarking
of pages, or scrolling of information. When frames are used, it is important to title
each frame, and to describe its purpose and how frames relate to one another
other.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.185,0.077,0,No,0.098,1.276,258,0.766,0.0,33.19
"Providing alternatives to frame-based presentation: If frames are used, an
alternative way of presenting relevant information without frames should be
provided. Providing alternative text-only pages: When style sheets and/or frames
are turned off it should be possible for the user to read and understand the page;
alternatively, the user should be provided with an equivalent alternative text-only
page.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.185,0.067,0,No,0.103,1.277,321,0.766,0.0,33.971
"Consistent page layout: Pages should be designed using consistent layout schemes,
supporting the user in finding similar information at the same position on different
pages. Overall layout schemes apply to all pages and are preferable when all pages
have a similar structure. Frequently, however, different pages have different
purposes and types of content. In such cases, pages can usually be grouped in
different categories, using one layout scheme for each category consistently.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.11,0.083,0,No,0.083,1.334,393,0.826,0.0,47.547
"Placing title information consistently: Page titles should be placed in a consistent
location on the different pages.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.108,0.25,0,No,0.054,1.336,102,0.875,0.0,4.448
"Observing principles of human perception When designing application pages, the
general principles of human perception should be taken into account. The
International Standards mentioned below shall be consulted for guidance. Practical
guidelines for presenting information to the user are to be found in ISO 9241-12.
Guidance on selecting and using different forms of interaction techniques is to be
found in ISO 9241-14 to ISO 9241-17. ISO 9241-14 gives guidance about menus,
ISO 9241-15 about command dialogues, ISO 9241-16 about direct manipulation
and ISO 9241-17 about forms. In addition, when designing multimedia
information presentations, the design principles and recommendations described
in ISO 14915-1 to ISO 14915-3 should be taken into account. Appropriate content
presentation also plays a key role in accessibility.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.156,0.048,0,No,0.063,1.299,733,0.798,0.0,287.657
"Linking back to the home page or landmark pages: Each page should contain a
link leading to the home page of the application or to a landmark page that is easy
to recognize for the user.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.259,0.0,0,No,0.098,1.217,135,0.754,0.0,13.69
"Providing a site map: A separate navigation overview such as a site map should be
provided for application showing the structure of the site in an overview form.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.217,0.25,0,No,0.125,1.251,113,0.739,0.0,14.256
"Consistency between navigation components and content: If navigation
components (or overviews) are shown in conjunction with associated content,
consistency between the navigation component and the content shown should be
maintained by indicating in the navigation component (e.g. highlighting) the topic
currently visible in the content area.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.181,0.143,0,No,0.039,1.28,271,0.862,0.0,8.595
"Placing navigation components consistently: Navigation components should be
placed consistently on the pages or in the framesets in the pages of the application.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.252,0.25,0,No,0.083,1.223,120,0.782,0.0,7.632
"Individualization and user adaptation : Adapting the content and the navigation of
a user interface to individual users or user groups can be a useful mechanism for
providing information that is of interest to the users and for making access to
relevant information more efficient. User adaptation can also be important for
making the user interface more accessible. Different approaches can be used for
achieving these goals, like providing users with means for customizing the user
interface to their personal needs i.e. individualization designing content and
navigation differently for varying user groups or roles i.e. such as employees of
different levels, citizens etc, monitoring the user’s behaviour and adapting to the
user’s goals that are inferred from the behaviour observed, recommending
information that is potentially more relevant or interesting to the specific user,
based on the behaviour of all users or a user group.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.293,0.04,0,No,0.062,1.189,836,0.743,0.0,-553.214
"Taking account of the users’ tasks and information needs: When providing
different access paths or navigation structures for different user groups, the tasks
and information needs of these user groups should be taken into consideration.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.162,0.2,0,No,0.087,1.294,172,0.801,0.0,13.381
"Making individualization and adaptation evident: It should be made evident to the
user when individualization and/or adaptation are used.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.116,0.2,0,No,0.083,1.329,112,0.838,0.0,6.974
"Making user profiles evident: If predefined user profiles or user-specified profiles
are used for individualizing or adapting content, the profile currently used should
be made evident. If profiles are used, it is important to provide users with
information about this concept and its implications.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.091,0.077,0,No,0.094,1.348,230,0.832,0.0,20.53
"Allowing users to see and change profiles: If user-specified profiles are used, users
should be able to see, modify and delete that profile on demand.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.04,0.111,0,No,0.048,1.386,111,0.909,0.0,5.325
"The user interfaces of the system should follow the guidelines specified under
www.usability.gov","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.299,0.0,0,No,0.097,1.184,100,0.766,0.0,6.13
"The System must be available to users:
· from <xx:00> to <xx:00>;
· on <all weekdays/xxx days per year>.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.164,0.25,0,No,0.147,1.293,92,0.766,0.026,11.624
"The planned downtime for the System must not exceed <xx> hours per <rolling
three month period>. The System is considered to be down if any user is unable to perform any normal
System function and if this failure is attributed to any component of the System
other than the workstation.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.327,0.111,0,Yes,0.157,1.161,213,0.667,0.0,37.665
"Unplanned downtime for the System must not exceed <xx hours/minutes> per
<rolling three month period>.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.185,0.125,0,No,0.121,1.277,99,0.747,0.0,8.521
"The number of incidents of unplanned downtime for the System must not exceed
<x> per <rolling three month period>.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.3,0.091,0,No,0.176,1.183,101,0.673,0.0,13.948
"In the event of any software or hardware failure, it must be possible to restore the
System (with inline synchronization) within no more than <xx> hours.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.253,0.25,0,No,0.175,1.223,117,0.682,0.0,19.068
"The System must provide adequate response times for commonly performed
functions under both standard and peak conditions","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.179,0.2,0,No,0.114,1.282,92,0.796,0.026,8.897
"The System must be able to perform a simple search within 5-8 seconds and a
advanced search (multiple search criteria) within 10-15 seconds regardless of the
storage capacity or number of cases in the system. In this context, performing a
search means returning a result list. It does not include retrieving the records
themselves.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.248,0.125,0,No,0.121,1.226,251,0.759,0.013,36.126
"The System must be able to retrieve and display within 5-8 seconds the case which
has been accessed within the previous 2 months, regardless of storage capacity or
number of cases in the system. This requirement is intended to allow for rapid
retrieval of frequently-used cases, on the understanding that frequency of use is
typically correlated with recent use.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.372,0.125,0,Yes,0.161,1.121,269,0.646,0.012,57.955
"The System must be able to retrieve and display within 20 seconds the case which
has not been accessed within the previous 2 months, regardless of storage capacity
or number of cases in the system. This requirement is intended to allow for cases
where cases used infrequently are stored on slower media than more active
records.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.332,0.154,0,Yes,0.164,1.156,245,0.662,0.013,54.049
"The System be scaleable and must not have any features which would preclude use
in small or large police stations, with varying numbers of cases handled.","The System must maintain the audit trail for as long as required, which will be at least for the life of the case to which it refers.",0.183,0.2,0,No,0.143,1.278,106,0.759,0.0,16.344
The System must be able to export audit trails for specified cases (without affecting the audit trail stored by the System). This functionality can be used by external auditors who wish to examine or analyse system activity.,"The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.33,0.364,0,Yes,0.217,1.157,176,0.63,0.013,39.717
"The System must be able to capture and store violations (i.e. A user’s attempts to access a case to which he is denied access), and (where violations can validly be attempted) attempted violations, of access control mechanisms.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.155,0.222,0,No,0.125,1.3,189,0.751,0.013,24.441
The System must at a minimum be able to provide reports for actions on cases organised: By case,"The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.184,0.111,0,No,0.135,1.278,212,0.755,0.017,16.973
"The System should be able to provide reports for actions on cases organised by
workstation and (where technically appropriate) by network address.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.188,0.111,0,No,0.127,1.274,198,0.752,0.0,17.74
"The System must allow the user to limit access to cases to specified users or
user groups.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.109,0.091,0,No,0.1,1.335,216,0.833,0.017,11.999
The system should provide for role-based control for the functionality within the system,"The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.199,0.091,0,No,0.062,1.265,214,0.87,0.0,6.939
The System must allow a user to be a member of more than one group.,"The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.141,0.111,0,No,0.1,1.311,226,0.797,0.018,11.768
"The System should allow a user to stipulate which other users or groups can
access cases.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.129,0.091,0,No,0.096,1.32,220,0.812,0.0,11.881
"The System must allow changes to security attributes for groups or users (such
as access rights, security level, privileges, password allocation and management)
to be made only by super-user.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.165,0.222,0,No,0.153,1.292,198,0.736,0.014,24.823
"If a user requests access to, or searches for, a case which he does not have the
right to access, the System must provide one of the following responses
(selectable at configuration time):
· display title and metadata;
· display the existence of a case but not its title or other metadata;
· do not display any case information or indicate its existence in any way.
These options are presented in order of increasing security. Note that the
requirement in the third option (i.e. the most stringent) implies that the System
must not include such cases in any count of search results; this level of security
is normally appropriate for cases dealing with matters such as national security.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.189,0.133,0,No,0.111,1.274,534,0.77,0.0,107.095
"8.
If a user performs a quick or advanced search, the System must never include in
the search result list any record which the user does not have the right to access.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.145,0.111,0,No,0.097,1.308,200,0.82,0.0,17.189
"If the System allows users to make unauthorised attempts to access cases, it
must log these in the audit trail.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.133,0.273,0,No,0.073,1.317,217,0.865,0.0,9.91
"Any access to cases, and all other activities involving the cases and related
documents or data should also need to be stored in the audit trail to ensure legal
admissibility and to assist in data recovery.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.216,0.273,1,No,0.169,1.252,201,0.681,0.0,30.158
"All error messages produced by the System must be meaningful, so that they can be
appropriately acted upon by the users who are likely to see them. Ideally, each error
message will be accompanied by explanatory text and an indication of the action(s)
which the user can take in response to the error.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.303,0.111,0,No,0.137,1.181,229,0.699,0.0,37.67
"The System must employ a single set of user interface rules, or a small number of
sets to provide a familiar and common look and feel for the application.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.171,0.091,0,No,0.138,1.287,196,0.745,0.014,22.065
"The System must be able to display several entities (cases, suspects) simultaneously.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.147,0.111,0,No,0.082,1.306,218,0.828,0.019,9.179
"The interfaces must be made customizable or user-configurable to the extent
possible. (e.g., the displayed columns in the table, move, resize, modify the
appearance). Such configurations must be saved in the user profile.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.19,0.222,0,No,0.098,1.272,200,0.794,0.0,17.409
"The System user interface must be suitable for users with special needs; that is,
compatible with specialist software that may be used and with appropriate interface
guidelines","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.301,0.222,0,No,0.145,1.183,187,0.684,0.0,21.524
"The System must provide End User and Administrator functions which are easy to
use and intuitive throughout.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.152,0.091,0,No,0.075,1.302,212,0.833,0.017,9.599
"The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.085,0.125,0,No,0.075,1.353,202,0.867,0.014,14.886
"Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.238,0.111,0,No,0.151,1.235,209,0.685,0.0,20.044
"Where the System employs a graphical user interface, it must allow users to
customise it. Customisation should include, but need not be limited to the following
changes:
· menu contents;
· layout of screens;
· use of function keys;
· on-screen colours, fonts and font sizes;","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.121,0.111,0,No,0.08,1.326,223,0.847,0.0,20.618
The user interfaces should be designed to make them user-intuitive.,"The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.075,0.111,0,No,0.041,1.36,228,0.897,0.0,4.528
The user interfaces of the system should comply with Standard ISO 9241.,"The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.138,0.091,0,No,0.06,1.313,234,0.886,0.0,6.885
"ICT accessibility: ISO 9241-20 shall be the standard for guidance on ICT
accessibility. Application user interfaces to meet its requirements and
recommendations. Software accessibility ISO 9241-171 shall be the standard for
guidance on software accessibility. User interfaces should meet its requirements
and recommendations. Content accessibility WCAG 1.0 shall be the standard used
for guidance on content accessibility. The application logo to be available on all
pages as a link to the home page.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.162,0.167,1,No,0.12,1.295,372,0.757,0.0,44.049
"Providing text equivalents for non-text media objects: All non-text media objects,
such as graphical images or video, should be provided with alternative equivalent
textual descriptions and/or with equivalent text-based functionality.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.092,0.111,0,No,0.063,1.348,217,0.875,0.0,11.172
"Making navigation self-descriptive: Navigation should be designed to help users
understand where they are, where they have been and where they can go next.
General guidance on achieving self-descriptiveness is given in ISO 9241-110.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.086,0.25,0,No,0.092,1.352,210,0.82,0.0,17.634
"Showing users where they are: Each presentation segment (page or window)
should provide the user with a clear and sufficient indication of where he or she is
in the navigation structure and of the current segment position with respect to the
overall structure.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.153,0.111,0,No,0.087,1.301,218,0.811,0.0,19.823
"Offering alternative access paths: Alternative access paths for navigating to a
specific unit of content should be offered to support different navigation
strategies.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.049,0.167,0,No,0.069,1.379,204,0.868,0.0,10.256
"Minimizing navigation effort: The number of navigation steps needed to reach a
certain piece of content should be minimized as long as different mental models,
navigation strategies and tasks of the user are taken into account.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.077,0.111,0,No,0.075,1.359,209,0.859,0.0,15.079
"Splash screens should be avoided unless they provide useful content or feedback
about the application state to the user. If a splash screen is used, a navigation
option to skip it should be offered.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.108,0.222,0,No,0.077,1.336,206,0.834,0.0,14.695
"Avoiding opening unnecessary windows: Additional windows such as new browser
windows or pop-up windows should only be opened if this supports the user’s
task. Opening new windows can distract, confuse or impede users for a variety of
reasons. They can superimpose the primary window, hiding relevant information.
They could make it cognitively more difficult to understand the navigation
structure with negative effects on both usability and accessibility. They also require
additional user actions for closing unwanted windows.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.132,0.083,0,No,0.103,1.317,404,0.783,0.0,51.571
"Vertical scrolling should be minimized. This may be done by placing important
information at the top and providing links to information that is further down the
page. Horizontal scrolling should be avoided wherever possible.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.202,0.222,0,No,0.095,1.264,211,0.78,0.0,17.634
"Designing for input device independence: User interfaces should be designed to
allow activation of controls by a variety of input devices. The ability to choose
between different input devices for activating controls such as links, fields and
buttons is important both for users who prefer a certain input mode, mobile users
and users with disabilities. In general, device independence can be achieved if the
functionality is operable via a keyboard.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.163,0.273,1,No,0.145,1.294,337,0.721,0.009,56.474
"Making user interfaces robust: User interfaces should be designed to be as robust
as possible in the face of changing technology. This encompasses being able to
present content containing newer technologies by older user agents as well as
designing content to be usable with future technologies.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.083,0.083,0,No,0.055,1.355,226,0.883,0.0,13.745
"Acceptable opening / download times: Application pages should be designed and
implemented so that there are acceptable opening times and download times for
the expected range of technical contexts of use (e.g. bandwidth between the
application and the user). This is particularly important for frequently accessed
pages or pages that are important for user navigation and exploration, such as the
home page.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.225,0.222,0,No,0.103,1.245,300,0.758,0.0,33.909
"Minimizing user errors: Potential user errors as well as the effort needed to
recover from errors should be minimized.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.049,0.111,0,No,0.036,1.379,218,0.921,0.0,4.901
"Providing clear error messages: The content of error messages shown on the pages
or special error pages should clearly state the reason why the error occurred and, if
possible, actions the user can take to resolve the error. Users expect error messages
to be in the same language as the user interface.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.152,0.111,0,No,0.082,1.302,224,0.839,0.0,22.307
"Using appropriate formats, units of measurement or currency: When designing
user interfaces for use by diverse groups, input and output of information
elements such as currency, units of measurement, temperatures, date and time,
phone numbers, address or postal codes should be designed so that they are
usable.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.129,0.111,0,No,0.092,1.32,243,0.8,0.0,24.372
"Making text resizable by the user: Text should be able to be resized by the user,
using functions provided by the user agent or other appropriate means i.e. see ISO
9241-171.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.143,0.111,0,No,0.063,1.309,205,0.842,0.0,11.314
"Text quality: The quality of textual content with respect to spelling and grammar
should be sufficient so as not to impede readability.","The System must ensure that audit trail data is available for inspection on request, so that a specific event can be identified and all related data made accessible, and that this can be achieved by authorised external personnel who have little or no familiarity with the system.",0.11,0.111,0,No,0.088,1.334,205,0.822,0.0,12.671
